date,title,budget ,domestic_gross,world_gross
2010-11-24,Faster,24000000,23240020,35792945
2010-11-26,The Kings Speech,15000000,138797449,430821168
2010-12-03,Black Swan,13000000,106954678,331266710
2010-12-10,The Fighter,11000000,93617009,129262388
2010-12-10,The Tourist,100000000,67631157,278731369
2010-12-17,Tron: Legacy,200000000,172062763,400062763
2010-12-17,Yogi Bear,80000000,100246011,204774690
2010-12-17,How Do You Know?,117000000,30212620,49628177
2010-12-22,True Grit,35000000,171243005,252276928
2010-12-22,Little Fockers,100000000,148438600,310650574
2010-12-22,Country Strong,15000000,20218921,20601987
2010-12-24,Gullivers Travels,111000000,42779261,232017848
2011-01-07,Season of the Witch,40000000,24827228,91126600
2011-01-14,The Green Hornet,110000000,98780042,229155503
2011-01-14,The Dilemma,70000000,48475290,70546865
2011-01-21,No Strings Attached,25000000,70662220,149228078
2011-01-28,The Rite,37000000,33047633,97143987
2011-01-28,The Mechanic,42000000,29121498,76347393
2011-02-04,The Roommate,16000000,37300107,52545707
2011-02-04,Sanctum,30000000,23209310,108957098
2011-02-11,Just Go With It,80000000,103028109,214974953
2011-02-11,Gnomeo and Juliet,36000000,99967670,193737977
2011-02-11,Justin Bieber: Never Say Never,13000000,73013910,99034125
2011-02-11,The Eagle,25000000,19490041,38993548
2011-02-18,Unknown,40000000,63686397,136123083
2011-02-18,I am Number Four,50000000,55100437,146195159
2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450
2011-02-25,Hall Pass,68000000,45060734,87173475
2011-02-25,Drive Angry,50000000,10721033,41042583
2011-03-04,Rango,135000000,123477607,245724600
2011-03-04,The Adjustment Bureau,50000000,62495645,126931325
2011-03-04,Beastly,17000000,27865571,38028230
2011-03-11,Battle: Los Angeles,70000000,83552429,213463976
2011-03-11,Red Riding Hood,42000000,37662162,91678442
2011-03-11,Mars Needs Moms,150000000,21392758,39549758
2011-03-18,Limitless,27000000,79249455,155564919
2011-03-18,The Lincoln Lawyer,40000000,58009200,87145086
2011-03-18,Paul,40000000,37412945,101162106
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194
2011-03-25,Sucker Punch,75000000,36392502,89758389
2011-04-01,Hop,63000000,108085305,188657593
2011-04-01,Source Code,32000000,54712227,140428499
2011-04-08,Rio,90000000,143619809,487519809
2011-04-08,Soul Surfer,18000000,43853424,47158652
2011-04-08,Hanna,30000000,40259119,65343694
2011-04-08,Arthur,40000000,33035397,47787943
2011-04-08,Your Highness,50000000,21596445,26121638
2011-04-15,Scream 4,40000000,38180928,95989590
2011-04-15,Winnie the Pooh,30000000,26692846,50145607
2011-04-15,The Conspirator,25000000,11538204,15907411
2011-04-22,Water for Elephants,38000000,58709717,116809717
2011-04-22,Madeas Big Happy Family,25000000,53345287,54160818
2011-04-29,Fast Five,125000000,210031325,630163454
2011-04-29,Thor,150000000,181030624,449326618
2011-04-29,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
2011-04-29,Prom,8000000,10130219,10763183
2011-05-06,Something Borrowed,35000000,39046489,65084116
2011-05-06,Jumping the Broom,7000000,37295394,38158601
2011-05-13,Bridesmaids,32500000,169211718,289632023
2011-05-13,Priest,60000000,29136626,84154026
2011-05-20,Pirates of the Caribbean: On Stranger Tides,400000000,241063875,1045663875
2011-05-20,Midnight in Paris,30000000,56816662,162502774
2011-05-26,The Hangover Part II,80000000,254464305,586464305
2011-05-26,Kung Fu Panda 2,150000000,165249063,664837547
2011-05-27,The Tree of Life,35000000,13305665,61721826
2011-06-03,X-Men: First Class,160000000,146408305,355408305
2011-06-10,Super 8,50000000,127004179,257972745
2011-06-17,Green Lantern,200000000,116601172,219535492
2011-06-17,Mr. Popperss Penguins,55000000,68224452,189624452
2011-06-23,Cars 2,200000000,191450875,560155383
2011-06-23,One Day,15000000,13843771,59168692
2011-06-24,Bad Teacher,19000000,100292856,215448997
2011-06-29,Transformers: Dark of the Moon,195000000,352390543,1123790543
2011-07-01,Larry Crowne,30000000,35608245,61449135
2011-07-01,Monte Carlo,20000000,23186769,39686769
2011-07-08,Horrible Bosses,35000000,117538559,212417601
2011-07-08,Zookeeper,80000000,80360866,170805525
2011-07-13,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1341693157
2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776
2011-07-22,Friends with Benefits,35000000,55802754,146595891
2011-07-29,The Smurfs,110000000,142614158,563749323
2011-07-29,Cowboys and Aliens,160000000,100368560,176038324
2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328
2011-08-05,Rise of the Planet of the Apes,92500000,176760185,470986200
2011-08-05,The Change-Up,52000000,37243418,75997067
2011-08-10,The Help,25000000,169705587,213120004
2011-08-12,Final Destination 5,40000000,42587643,155011165
2011-08-12,30 Minutes or Less,28000000,37053924,40966716
2011-08-12,Glee: The 3D Concert Movie,9000000,11862398,17462398
2011-08-19,Spy Kids: All the Time in the World,27000000,38536376,80681183
2011-08-19,Conan the Barbarian,90000000,21295021,63356133
2011-08-19,Fright Night,30000000,18298649,40520649
2011-08-26,Colombiana,40000000,36665854,72295262
2011-08-26,Our Idiot Brother,5000000,24814830,25861249
2011-08-26,Dont Be Afraid of the Dark,25000000,24046682,39126427
2011-08-31,The Debt,20000000,31177548,46604054
2011-09-02,Shark Night 3D,25000000,18877153,18877153
2011-09-02,Apollo 18,5000000,17686929,26517819
2011-09-09,Contagion,60000000,75658097,137551594
2011-09-09,Warrior,25000000,13657115,24215385
2011-09-16,Drive,15000000,35060689,81357930
2011-09-16,Straw Dogs,25000000,10324441,11253821
2011-09-23,Moneyball,50000000,75605492,111300835
2011-09-23,Dolphin Tale,37000000,72286779,96068724
2011-09-23,Abduction,35000000,28087155,86648359
2011-09-23,Killer Elite,70000000,25124986,65409046
2011-09-30,50/50,8000000,35016118,41334735
2011-09-30,Courageous,2000000,34522221,35185884
2011-09-30,Dream House,50000000,21302340,41642166
2011-09-30,Whats Your Number?,20000000,14011084,30163785
2011-10-07,Real Steel,110000000,85463309,263880341
2011-10-07,The Ides of March,23000000,40962534,77735925
2011-10-12,The Artist,16000000,44667095,128256712
2011-10-14,Footloose,24000000,51802742,62989834
2011-10-14,The Thing,38000000,16999934,27573078
2011-10-21,Paranormal Activity 3,5000000,104028807,207039844
2011-10-21,The Three Musketeers,90000000,20377913,139877913
2011-10-28,Puss in Boots,130000000,149260504,554987477
2011-10-28,The Adventures of Tintin,130000000,77591831,373993951
2011-10-28,In Time,35000000,37553932,165103952
2011-10-28,The Rum Diary,45000000,13109815,21544732
2011-11-04,Tower Heist,85000000,78046570,150422946
2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745
2011-11-09,J. Edgar,35000000,37306030,84606030
2011-11-11,Immortals,75000000,83504017,211562435
2011-11-11,Jack and Jill,78000000,74158157,150519217
2011-11-11,Arthur Christmas,85000000,46462469,149717124
2011-11-16,The Descendants,20000000,82624961,175507800
2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,689420051
2011-11-18,Happy Feet Two,135000000,64006466,157956466
2011-11-23,The Muppets,45000000,88625922,160971922
2011-11-23,Hugo,180000000,73864507,180047784
2011-11-23,My Week with Marilyn,10000000,14597405,34240572
2011-12-09,New Years Eve,26000000,54544638,146850273
2011-12-09,The Sitter,25000000,30542576,38749404
2011-12-09,Tinker Tailor Soldier Spy,21000000,24149393,81452811
2011-12-09,Young Adult,12000000,16311571,22750356
2011-12-14,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523
2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443
2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970
2011-12-23,We Bought a Zoo,50000000,75624550,118729073
2011-12-25,War Horse,70000000,79883359,156815529
2011-12-25,Extremely Loud and Incredibly Close,40000000,31847881,55247881
2011-12-25,The Darkest Hour,34000000,21443494,62831715
2012-01-06,The Devil Inside,1000000,53262945,101759490
2012-01-13,Contraband,25000000,66528000,98406855
2012-01-13,Joyful Noise,27500000,30932113,31157914
2012-01-13,The Iron Lady,14000000,29959436,115592104
2012-01-20,Underworld: Awakening,70000000,62321039,160379930
2012-01-20,Red Tails,58000000,49876377,50365498
2012-01-20,Haywire,23000000,18942396,36374700
2012-01-27,The Grey,25000000,51580136,81249176
2012-01-27,One for the Money,42000000,26414527,36197221
2012-01-27,Man on a Ledge,42000000,18620000,49621440
2012-02-02,Journey 2: The Mysterious Island,79000000,103860290,318146162
2012-02-02,Chronicle,12000000,64575175,123681790
2012-02-03,The Woman in Black,15000000,54333290,128955898
2012-02-03,Big Miracle,40000000,20157300,25268680
2012-02-08,Safe House,85000000,126181630,208542162
2012-02-09,The Vow,30000000,125014030,197618160
2012-02-16,This Means War,65000000,54760791,156974557
2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355
2012-02-17,Kari gurashi no Arietti,23000000,19192510,151496097
2012-02-24,Act of Valor,12000000,70012847,82497035
2012-02-24,The Best Exotic Marigold Hotel,10000000,46383639,134639780
2012-02-24,Tyler Perrys Good Deeds,14000000,35025791,35579177
2012-02-24,Wanderlust,32000000,17288155,24159934
2012-03-01,Doctor Seuss The Lorax,67500000,214030500,350976753
2012-03-02,Project X,12000000,54731865,103028188
2012-03-07,John Carter,260000000,73058679,282778100
2012-03-08,The Hunger Games,80000000,408010692,677923379
2012-03-09,A Thousand Words,40000000,18450127,20790486
2012-03-09,Silent House,2000000,12739737,16610760
2012-03-14,21 Jump Street,42000000,138447667,202812429
2012-03-15,Mirror Mirror,85000000,64935167,173613482
2012-03-28,Wrath of the Titans,150000000,83670083,305270083
2012-03-28,The Pirates! Band of Misfits,55000000,31051126,136143605
2012-04-04,American Reunion,50000000,56758835,236799211
2012-04-11,Battleship,217000000,65233400,313477717
2012-04-12,The Raven,26000000,16008272,30601801
2012-04-13,The Three Stooges,30000000,44338224,54052249
2012-04-13,The Cabin in the Woods,30000000,42073277,70689968
2012-04-13,Lockout,20000000,14326865,33943049
2012-04-19,The Lucky One,25000000,60457138,96633833
2012-04-20,Think Like a Man,12000000,91547205,113373764
2012-04-20,To Rome with Love,21000000,16684352,74326015
2012-04-25,The Avengers,225000000,623279547,1517935897
2012-04-27,The Five-Year Engagement,30000000,28700285,61623819
2012-04-27,Safe,33000000,17142080,41495213
2012-05-09,Dark Shadows,150000000,79727149,238202668
2012-05-16,The Dictator,65000000,59650222,180148897
2012-05-16,Moonrise Kingdom,16000000,45512466,68848446
2012-05-17,What to Expect When Youre Expecting,37500000,41152203,88473016
2012-05-23,Men in Black 3,210000000,179020854,654213485
2012-05-24,Chernobyl Diaries,1000000,18119640,42411721
2012-05-25,Les Intouchables,10800000,13182281,484873045
2012-05-30,Snow White and the Huntsman,170000000,155136755,401021746
2012-05-30,Prometheus,125000000,126477084,402448265
2012-06-08,Madagascar 3: Europes Most Wanted,145000000,216391482,746921271
2012-06-13,Rock of Ages,70000000,38518613,61031932
2012-06-13,Thats My Boy,57000000,36931089,58085235
2012-06-20,Abraham Lincoln: Vampire Hunter,67000000,37519139,137489730
2012-06-21,Brave,185000000,237282182,554606532
2012-06-27,The Amazing Spider-Man,220000000,262030663,757890267
2012-06-27,Ice Age: Continental Drift,95000000,161321843,879765137
2012-06-27,Beasts of the Southern Wild,1800000,12795746,23265132
2012-06-28,Magic Mike,7000000,113721571,170549753
2012-06-29,Ted,50000000,218665740,556016627
2012-06-29,Tyler Perrys Madeas Witness Protection,20000000,65653242,66950887
2012-06-29,People Like Us,16000000,12431792,12617472
2012-07-05,Katy Perry: Part of Me,12000000,25326071,32700439
2012-07-06,Savages,45000000,47323100,82513490
2012-07-13,2016: Obamas America,2500000,33349941,33349941
2012-07-19,The Dark Knight Rises,275000000,448139099,1084439099
2012-07-26,Step Up Revolution,33000000,35074677,165552290
2012-07-27,The Watch,55000000,34353000,67130045
2012-08-03,Total Recall,125000000,58877969,211856088
2012-08-03,ParaNorman,60000000,56003051,108119662
2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695
2012-08-08,Hope Springs,30000000,63536011,133085295
2012-08-10,The Bourne Legacy,125000000,113203870,280355920
2012-08-10,The Campaign,95000000,86907746,104907746
2012-08-15,The Expendables 2,100000000,85028192,311979256
2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159
2012-08-17,Sparkle,10000000,24397469,24660323
2012-08-22,Hit & Run,22000000,13749300,17216955
2012-08-23,Premium Rush,35000000,20275446,31393201
2012-08-29,Lawless,26000000,37397291,54393687
2012-08-31,The Possession,14000000,49130588,82925064
2012-09-07,Dredd,45000000,13414714,41467606
2012-09-07,Anna Karenina,48000000,12816367,71004627
2012-09-07,The Words,6000000,11494838,16369708
2012-09-12,Resident Evil: Retribution,65000000,42345531,240647629
2012-09-14,The Master,37500000,16247159,50647416
2012-09-20,End of Watch,15000000,41003371,57586606
2012-09-20,The Perks of Being a Wallflower,13000000,17742948,33069303
2012-09-21,Trouble with the Curve,60000000,35763137,47818913
2012-09-21,House at the End of the Street,6900000,31611916,44103982
2012-09-21,Killing Them Softly,15000000,14945541,39238443
2012-09-27,Hotel Transylvania,85000000,148313048,378505812
2012-09-27,Taken 2,45000000,139854287,377807404
2012-09-27,Looper,30000000,66486205,170466405
2012-09-28,Pitch Perfect,17000000,65001093,116044347
2012-10-04,Frankenweenie,39000000,35287788,81150788
2012-10-10,Here Comes the Boom,42000000,45290318,73239258
2012-10-11,Argo,44000000,136025503,227140757
2012-10-11,The Impossible,40000000,19019882,169590606
2012-10-12,Seven Psychopaths,13500000,15024049,33035736
2012-10-17,Paranormal Activity 4,5000000,53900335,142817992
2012-10-17,Alex Cross,35000000,25888412,35426759
2012-10-26,Skyfall,200000000,304360277,1110526981
2012-10-26,Cloud Atlas,100000000,27108272,130673154
2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672
2012-11-01,Wreck-It Ralph,165000000,189412677,496511521
2012-11-02,Flight,31000000,93772375,160558438
2012-11-02,The Man with the Iron Fists,15000000,15634090,22018988
2012-11-09,Lincoln,65000000,182207973,273346281
2012-11-14,"The Twilight Saga: Breaking Dawn, Part 2",135000000,292324737,829724737
2012-11-16,Silver Linings Playbook,21000000,132092958,236412453
2012-11-20,Rise of the Guardians,145000000,103412758,306900902
2012-11-21,Life of Pi,120000000,124987022,620912003
2012-11-21,Red Dawn,65000000,44806783,48164150
2012-12-11,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568
2012-12-19,Les Misérables,65000000,148809770,442169052
2012-12-19,Zero Dark Thirty,52000000,95720716,134612435
2012-12-19,The Guilt Trip,40000000,37134215,41294674
2012-12-20,Jack Reacher,60000000,80070736,217370736
2012-12-20,This is 40,35000000,67544505,90221182
2012-12-21,Cirque du Soleil: Worlds Away,25000000,12512862,28012862
2012-12-25,Django Unchained,100000000,162805434,449841566
2012-12-25,Parental Guidance,25000000,77267296,120832383
2012-12-26,Quartet,11000000,18388357,56178935
2013-01-04,Texas Chainsaw 3D,20000000,34341945,47666013
2013-01-09,Gangster Squad,60000000,46000903,104100903
2013-01-11,A Haunted House,2500000,40041683,59922558
2013-01-17,Mama,15000000,71628180,148095566
2013-01-17,The Last Stand,30000000,12050299,48330757
2013-01-18,Broken City,35000000,19701164,34480045
2013-01-24,Parker,35000000,17616641,48543388
2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716
2013-01-28,Last Vegas,28000000,63914167,112914167
2013-01-31,Warm Bodies,30000000,66380662,115121608
2013-02-06,A Good Day to Die Hard,92000000,67349198,304249198
2013-02-07,Identity Thief,35000000,134506920,175361578
2013-02-08,Side Effects,30000000,32172757,66742138
2013-02-13,Safe Haven,28000000,71399120,94050951
2013-02-14,Beautiful Creatures,50000000,19452138,60282876
2013-02-15,Escape From Planet Earth,40000000,57012977,74156610
2013-02-21,Snitch,15000000,42930462,57907734
2013-02-21,Dark Skies,3500000,17418667,27704111
2013-02-27,Jack the Giant Slayer,190000000,65187603,197687603
2013-03-01,21 and Over,13000000,25682380,42195766
2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707
2013-03-06,Spring Breakers,5000000,14124286,31149251
2013-03-07,Dead Man Down,30000000,10895295,19599974
2013-03-08,Oz the Great and Powerful,200000000,234770996,490359051
2013-03-14,The Call,12700000,51872378,69821476
2013-03-14,The Incredible Burt Wonderstone,32000000,22537881,27392609
2013-03-15,The Croods,135000000,187168425,573068425
2013-03-20,Olympus Has Fallen,70000000,98927592,172878928
2013-03-20,The Place Beyond the Pines,15000000,21403519,47011449
2013-03-22,The Host,50000000,26623701,64477051
2013-03-22,Admission,13000000,18007317,18733666
2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705
2013-04-03,Evil Dead,17000000,54239856,97778356
2013-04-11,Scary Movie V,20000000,32015787,78613981
2013-04-12,42,31000000,95020213,97470701
2013-04-19,Oblivion,120000000,89107235,287916633
2013-04-24,Iron Man 3,200000000,408992272,1215392272
2013-04-24,Pain & Gain,26000000,49875291,81275291
2013-04-25,The Big Wedding,32500000,21819348,48425971
2013-04-26,Mud,10000000,21590086,31556959
2013-05-10,The Great Gatsby,190000000,144840419,353640419
2013-05-16,Star Trek Into Darkness,190000000,228778661,467381584
2013-05-23,The Hangover 3,103000000,112200072,362000072
2013-05-24,Fast and Furious 6,160000000,238679850,789300444
2013-05-24,Epic,100000000,107518682,262794441
2013-05-31,Now You See Me,75000000,117723989,342769200
2013-05-31,After Earth,130000000,60522097,251499665
2013-06-07,The Internship,58000000,44672764,93672764
2013-06-12,This is the End,32000000,101470202,126539117
2013-06-14,Man of Steel,225000000,291045518,667999518
2013-06-19,World War Z,190000000,202359711,531514650
2013-06-21,Monsters University,200000000,268488329,743588329
2013-06-26,Despicable Me 2,76000000,368065385,975216835
2013-06-28,The Heat,43000000,159581587,229727774
2013-06-28,White House Down,150000000,73103784,205440387
2013-07-02,The Lone Ranger,275000000,89302115,260002115
2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255
2013-07-05,The Way Way Back,5000000,21502690,26853810
2013-07-11,Pacific Rim,187500000,101802906,411002906
2013-07-12,Grown Ups 2,80000000,133668525,247023808
2013-07-12,Fruitvale Station,900000,16098998,17549645
2013-07-17,Turbo,135000000,83028130,286896578
2013-07-19,The Conjuring,20000000,137400141,318000141
2013-07-19,RED 2,82500000,53262560,141507355
2013-07-19,R.I.P.D.,129000000,33618855,79076678
2013-07-26,The Wolverine,115000000,132556852,416456852
2013-07-26,Blue Jasmine,18000000,33404871,102912961
2013-07-31,The Smurfs 2,110000000,71017784,348547523
2013-08-02,2 Guns,61000000,75612460,132493015
2013-08-07,Were the Millers,37000000,150394119,267816276
2013-08-07,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
2013-08-09,Elysium,120000000,93050117,286192091
2013-08-09,Disney Planes,50000000,90282580,238059569
2013-08-16,Lee Daniels The Butler,30000000,116632095,177025498
2013-08-16,Kick-Ass 2,28000000,28795985,63129909
2013-08-16,Jobs,18000000,16131410,43402515
2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,75965567
2013-08-23,The Worlds End,20000000,26004851,47508505
2013-08-23,Youre Next,1000000,18494006,26887177
2013-08-30,No se Aceptan Devoluciones,5000000,44467206,100486616
2013-08-30,One Direction: This is Us,10000000,28873374,68541786
2013-08-30,Getaway,18000000,10501938,11813989
2013-09-04,About Time,12000000,15323921,89309178
2013-09-05,Riddick,38000000,42025135,94763758
2013-09-13,Insidious Chapter 2,5000000,83586447,161921515
2013-09-13,The Family,30000000,36918811,51078541
2013-09-18,Enough Said,8000000,17550872,25621449
2013-09-19,Prisoners,46000000,61002302,113402302
2013-09-20,Rush,38000000,26947624,98230839
2013-09-26,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
2013-09-26,Runner Runner,30000000,19316646,60512680
2013-09-27,Don Jon,5500000,24477704,41268579
2013-09-27,Baggage Claim,8500000,21569509,22885836
2013-10-03,Gravity,110000000,274092705,693698673
2013-10-10,Escape Plan,70000000,25135965,103735965
2013-10-11,Captain Phillips,55000000,107136417,220648184
2013-10-18,12 Years a Slave,20000000,56671993,181025343
2013-10-18,Carrie,30000000,35266619,82409520
2013-10-23,Jackass Presents: Bad Grandpa,15000000,102003019,160903019
2013-10-25,Enders Game,110000000,61737191,127983283
2013-10-25,The Counselor,25000000,16973715,71009334
2013-10-30,Thor: The Dark World,150000000,206362140,644602516
2013-10-31,Free Birds,55000000,55750480,110387072
2013-11-01,Philomena,12000000,37709979,98963392
2013-11-01,Dallas Buyers Club,5000000,27298285,60611845
2013-11-06,Inside Llewyn Davis,11000000,13248209,32943247
2013-11-08,The Book Thief,19000000,21488481,76086711
2013-11-15,The Hunger Games: Catching Fire,130000000,424668047,864868047
2013-11-15,The Best Man Holiday,17000000,70525195,72835710
2013-11-15,Nebraska,12000000,17654912,24761360
2013-11-21,Delivery Man,22000000,30659817,70536870
2013-11-22,Frozen,150000000,400738009,1272469910
2013-11-27,Homefront,22000000,20158492,51695362
2013-11-29,Saving Mr. Banks,35000000,83299761,114962525
2013-12-04,Out of the Furnace,22000000,11330849,15434375
2013-12-06,47 Ronin,175000000,38362475,151716815
2013-12-12,American Hustle,40000000,150117807,257878294
2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855
2013-12-13,Tyler Perrys A Madea Christmas,25000000,52543354,52543354
2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,172185754
2013-12-19,The Secret Life of Walter Mitty,90000000,58236838,187861183
2013-12-20,Walking with Dinosaurs,80000000,36076121,123368842
2013-12-25,Lone Survivor,40000000,125095601,149804632
2013-12-25,The Wolf of Wall Street,100000000,116900694,389870414
2013-12-25,August: Osage County,25000000,37738810,50738810
2013-12-25,Grudge Match,40000000,29807260,69807260
2014-01-03,Paranormal Activity: The Marked Ones,5000000,32462372,90904854
2014-01-10,Her,23000000,25568251,48163815
2014-01-10,The Legend of Hercules,70000000,18848538,58953319
2014-01-17,Ride Along,25000000,134202565,153733800
2014-01-17,The Nut Job,30000000,64251538,122529966
2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,131377412
2014-01-17,Devils Due,7000000,15821461,36146087
2014-01-24,"I, Frankenstein",65000000,19075290,74575290
2014-01-31,That Awkward Moment,8000000,26068955,53068955
2014-01-31,Labor Day,18000000,13371528,14189810
2014-02-06,The Lego Movie,60000000,257784718,457729388
2014-02-07,The Monuments Men,70000000,78031620,158702748
2014-02-12,RoboCop,120000000,58607007,242981799
2014-02-14,About Last Night,13000000,48637684,50445860
2014-02-14,Endless Love,20000000,23438250,34718173
2014-02-14,Winters Tale,60000000,12600231,29575033
2014-02-20,Mr. Peabody & Sherman,145000000,111506430,269806430
2014-02-21,3 Days to Kill,28000000,30697999,38959900
2014-02-21,Pompeii,80000000,23169033,108469033
2014-02-28,Non-Stop,50000000,91742160,222383055
2014-02-28,Son of God,22000000,59700064,70949793
2014-03-05,The Grand Budapest Hotel,31000000,59076019,163981261
2014-03-07,300: Rise of an Empire,110000000,106580051,330780051
2014-03-13,Need for Speed,65000000,43568507,194169619
2014-03-20,Rio 2,130000000,131538435,492846291
2014-03-21,Divergent,85000000,150947895,276014965
2014-03-21,Gods Not Dead,1125000,60755732,63777092
2014-03-21,Muppets Most Wanted,55000000,51178893,79312301
2014-03-27,Noah,130000000,101200044,352831065
2014-03-28,Captain America: The Winter Soldier,170000000,259746958,714401889
2014-03-28,Sabotage,35000000,10508518,18376443
2014-04-11,Draft Day,25000000,28842237,29847480
2014-04-11,Oculus,5000000,27695246,44115496
2014-04-16,The Amazing Spider-Man 2,200000000,202853933,708996336
2014-04-16,Heaven is for Real,12000000,91386097,100916299
2014-04-18,Transcendence,100000000,23022309,103039258
2014-04-18,A Haunted House 2,4000000,17329487,21206861
2014-04-23,The Other Woman,40000000,83911193,195111193
2014-04-23,Brick Mansions,28000000,20396829,73421224
2014-05-09,Neighbors,18000000,150086800,270944428
2014-05-09,Moms Night Out,5000000,10429707,10537341
2014-05-14,Godzilla,160000000,200676069,529076069
2014-05-16,Million Dollar Arm,25000000,36447959,39217912
2014-05-21,X-Men: Days of Future Past,200000000,233921534,747862775
2014-05-22,Blended,45000000,46290741,127990741
2014-05-28,Maleficent,180000000,241407328,758536735
2014-05-28,Edge of Tomorrow,175000000,100206256,370541256
2014-05-28,A Million Ways to Die in The West,40000000,42720965,86778557
2014-06-04,The Fault in Our Stars,12000000,124872350,307166834
2014-06-05,22 Jump Street,50000000,191719337,331333876
2014-06-05,How to Train Your Dragon 2,145000000,177002924,614586270
2014-06-05,Boyhood,4000000,25379975,57273049
2014-06-18,Think Like a Man Too,24000000,65028687,70027933
2014-06-18,Jersey Boys,40000000,47047013,65282732
2014-06-25,Transformers: Age of Extinction,210000000,245439076,1104039076
2014-06-27,Begin Again,8000000,16170632,68838736
2014-07-02,Tammy,20000000,84525432,96407655
2014-07-02,Earth to Echo,13000000,38934842,42174545
2014-07-02,Deliver Us from Evil,30000000,30577122,87956618
2014-07-09,Dawn of the Planet of the Apes,170000000,208545589,710644566
2014-07-10,And So It Goes,18000000,15160801,17920013
2014-07-16,The Purge: Anarchy,9000000,71562550,111534881
2014-07-16,Sex Tape,40000000,38543473,126069509
2014-07-17,Planes: Fire and Rescue,50000000,59157732,156399644
2014-07-23,Hercules,100000000,72688614,243388614
2014-07-25,Lucy,40000000,126573960,457507776
2014-07-25,A Most Wanted Man,15000000,17237855,36068890
2014-07-31,Guardians of the Galaxy,170000000,333172112,772772112
2014-08-01,Get on Up,30000000,30569935,33339868
2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,485004754
2014-08-08,The Hundred-Foot Journey,22000000,54235441,94270488
2014-08-08,Into the Storm,50000000,47602194,150429371
2014-08-13,Lets Be Cops,17000000,82390774,136890774
2014-08-14,The Expendables 3,100000000,39322544,209461378
2014-08-15,The Giver,25000000,45090374,66540205
2014-08-22,If I Stay,11000000,50474843,78356170
2014-08-22,When the Game Stands Tall,15000000,30127963,30138912
2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842
2014-08-27,The November Man,15000000,25018119,34820335
2014-08-29,"As Above, So Below",5000000,21222315,41824066
2014-09-11,The Maze Runner,34000000,102427862,348319861
2014-09-12,No Good Deed,13000000,52543632,54323210
2014-09-12,Dolphin Tale 2,36000000,42024533,57824533
2014-09-12,The Drop,12500000,10724389,19054534
2014-09-19,The Boxtrolls,60000000,50837305,111946251
2014-09-19,This is Where I Leave You,20000000,34296320,41296320
2014-09-19,A Walk Among the Tombstones,28000000,26017685,62108587
2014-09-26,The Equalizer,55000000,101530738,192903624
2014-10-01,Dracula Untold,70000000,55991880,220241723
2014-10-03,Gone Girl,61000000,167767189,368567189
2014-10-03,Annabelle,6500000,84273813,256862920
2014-10-03,Left Behind,16000000,14019924,20769209
2014-10-10,The Judge,50000000,47119388,76119388
2014-10-10,St. Vincent,13000000,44137712,54837234
2014-10-10,Addicted,5000000,17390770,17499242
2014-10-17,Fury,80000000,85817906,210315681
2014-10-17,The Book of Life,50000000,50151543,97651543
2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094
2014-10-17,The Best of Me,26000000,26766213,41059418
2014-10-24,Ouija,5000000,50856010,103300632
2014-10-24,John Wick,30000000,43037835,76206239
2014-10-25,Big Hero 6,165000000,222527828,652127828
2014-10-31,Nightcrawler,8500000,32381218,50334418
2014-11-05,Interstellar,165000000,188017894,665270476
2014-11-07,The Theory of Everything,15000000,35893537,123327692
2014-11-13,Dumb and Dumber To,40000000,86208010,156553592
2014-11-14,The Imitation Game,15000000,91125143,227740463
2014-11-14,Beyond the Lights,7000000,14618727,14618727
